2016-11-29T23:45:45.049774+00:00 heroku[worker.35]: Process exited with status 143
2016-11-29T23:45:44.968142+00:00 heroku[worker.14]: Process exited with status 143
2016-11-29T23:45:44.957021+00:00 heroku[worker.56]: Process exited with status 143
2016-11-29T23:45:45.137650+00:00 heroku[worker.39]: Process exited with status 143
2016-11-29T23:45:45.018027+00:00 heroku[worker.95]: Stopping all processes with SIGTERM
2016-11-29T23:45:45.201356+00:00 heroku[worker.7]: Process exited with status 143
2016-11-29T23:45:45.089990+00:00 heroku[worker.63]: Process exited with status 143
2016-11-29T23:45:45.046493+00:00 heroku[worker.57]: Process exited with status 143
2016-11-29T23:45:44.852190+00:00 heroku[worker.30]: Process exited with status 143
2016-11-29T23:45:45.026393+00:00 heroku[worker.80]: Process exited with status 143
2016-11-29T23:45:45.168184+00:00 heroku[worker.73]: Process exited with status 143
2016-11-29T23:45:45.081318+00:00 heroku[worker.87]: Process exited with status 143
2016-11-29T23:45:45.235271+00:00 heroku[worker.10]: Process exited with status 143
2016-11-29T23:45:45.073836+00:00 heroku[worker.51]: Process exited with status 143
2016-11-29T23:45:45.189160+00:00 heroku[worker.43]: Process exited with status 143
2016-11-29T23:45:45.319767+00:00 heroku[worker.60]: Process exited with status 143
2016-11-29T23:45:45.162991+00:00 heroku[worker.32]: Process exited with status 143
2016-11-29T23:45:45.158413+00:00 heroku[worker.13]: Process exited with status 143
2016-11-29T23:45:45.350902+00:00 heroku[worker.69]: Process exited with status 143
2016-11-29T23:45:45.264829+00:00 heroku[worker.36]: Process exited with status 143
2016-11-29T23:45:45.213242+00:00 heroku[worker.22]: Process exited with status 143
2016-11-29T23:45:45.359248+00:00 heroku[worker.21]: Process exited with status 143
2016-11-29T23:45:45.247773+00:00 heroku[worker.97]: Process exited with status 143
2016-11-29T23:45:45.498560+00:00 heroku[worker.95]: Process exited with status 143
2016-11-29T23:45:45.334517+00:00 heroku[worker.33]: Process exited with status 143
2016-11-29T23:45:45.333241+00:00 heroku[worker.76]: Process exited with status 143
2016-11-29T23:45:45.444664+00:00 heroku[worker.82]: Process exited with status 143
2016-11-29T23:45:45.561703+00:00 heroku[worker.66]: Process exited with status 143
2016-11-29T23:45:45.495279+00:00 heroku[worker.50]: Process exited with status 143
2016-11-29T23:45:45.530435+00:00 heroku[worker.23]: Process exited with status 143
2016-11-29T23:45:45.611409+00:00 heroku[worker.5]: Process exited with status 143
2016-11-29T23:45:45.829290+00:00 heroku[worker.19]: Process exited with status 143
2016-11-29T23:45:46.042642+00:00 heroku[worker.86]: Process exited with status 143
2016-11-29T23:45:46.038708+00:00 heroku[worker.24]: Process exited with status 143
2016-11-29T23:45:46.663348+00:00 heroku[worker.93]: Process exited with status 143
2016-11-29T23:46:09.544768+00:00 heroku[worker.33]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.387792+00:00 heroku[worker.51]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.492765+00:00 heroku[worker.1]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.680877+00:00 heroku[worker.23]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.523844+00:00 heroku[worker.86]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.538865+00:00 heroku[worker.15]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.554703+00:00 heroku[worker.67]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.716025+00:00 heroku[worker.64]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.626369+00:00 heroku[worker.63]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.607087+00:00 heroku[worker.38]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.664089+00:00 heroku[worker.85]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.686426+00:00 heroku[worker.31]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.791100+00:00 heroku[worker.48]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.607599+00:00 heroku[worker.3]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.691002+00:00 heroku[worker.29]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.649557+00:00 heroku[worker.17]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.790850+00:00 heroku[worker.34]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.848382+00:00 heroku[worker.22]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.672498+00:00 heroku[worker.13]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.627509+00:00 heroku[worker.9]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.715829+00:00 heroku[worker.62]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.728888+00:00 heroku[worker.74]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.845036+00:00 heroku[worker.5]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.800490+00:00 heroku[worker.2]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.761576+00:00 heroku[worker.89]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.707334+00:00 heroku[worker.32]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.841246+00:00 heroku[worker.26]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.706970+00:00 heroku[worker.58]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.787464+00:00 heroku[worker.75]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.773724+00:00 heroku[worker.61]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.797243+00:00 heroku[worker.41]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.946032+00:00 heroku[worker.47]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.775730+00:00 heroku[worker.56]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.886638+00:00 heroku[worker.19]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.812455+00:00 heroku[worker.97]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.794074+00:00 heroku[worker.81]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.923731+00:00 heroku[worker.8]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.921050+00:00 heroku[worker.42]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.797921+00:00 heroku[worker.68]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:10.023934+00:00 heroku[worker.57]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.843576+00:00 heroku[worker.96]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.930271+00:00 heroku[worker.51]: State changed from starting to up
2016-11-29T23:46:09.843771+00:00 heroku[worker.11]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.882469+00:00 heroku[worker.37]: Starting process with command `sh target/bin/worker`
2016-11-29T23:46:09.866276+00:00 heroku[worker.76]: Starting process with command `sh target/bin/worker`
