2016-11-29T05:51:16.538820+00:00 heroku[worker.90]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.526434+00:00 heroku[worker.13]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.610250+00:00 heroku[worker.36]: Process exited with status 143
2016-11-29T05:51:16.712692+00:00 heroku[worker.81]: Process exited with status 143
2016-11-29T05:51:16.546871+00:00 heroku[worker.55]: Process exited with status 143
2016-11-29T05:51:16.589875+00:00 heroku[worker.67]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.646576+00:00 heroku[worker.88]: Process exited with status 143
2016-11-29T05:51:16.614073+00:00 heroku[worker.2]: Process exited with status 143
2016-11-29T05:51:16.823063+00:00 heroku[worker.6]: Process exited with status 143
2016-11-29T05:51:16.767803+00:00 heroku[worker.97]: Process exited with status 143
2016-11-29T05:51:16.673503+00:00 heroku[worker.16]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.632101+00:00 heroku[worker.42]: Process exited with status 143
2016-11-29T05:51:16.689353+00:00 heroku[worker.37]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.676233+00:00 heroku[worker.89]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.748461+00:00 heroku[worker.34]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.700300+00:00 heroku[worker.11]: Process exited with status 143
2016-11-29T05:51:16.847388+00:00 heroku[worker.57]: Process exited with status 143
2016-11-29T05:51:16.734377+00:00 heroku[worker.78]: Stopping all processes with SIGTERM
2016-11-29T05:51:16.959915+00:00 heroku[worker.39]: Process exited with status 143
2016-11-29T05:51:16.931995+00:00 heroku[worker.74]: Process exited with status 143
2016-11-29T05:51:16.778093+00:00 heroku[worker.7]: Process exited with status 143
2016-11-29T05:51:16.874496+00:00 heroku[worker.60]: Process exited with status 143
2016-11-29T05:51:16.945105+00:00 heroku[worker.90]: Process exited with status 143
2016-11-29T05:51:16.948600+00:00 heroku[worker.86]: Process exited with status 143
2016-11-29T05:51:17.037367+00:00 heroku[worker.33]: Process exited with status 143
2016-11-29T05:51:17.046164+00:00 heroku[worker.67]: Process exited with status 143
2016-11-29T05:51:17.077391+00:00 heroku[worker.4]: Process exited with status 143
2016-11-29T05:51:17.218516+00:00 heroku[worker.34]: Process exited with status 143
2016-11-29T05:51:16.991883+00:00 heroku[worker.70]: Process exited with status 143
2016-11-29T05:51:17.007736+00:00 heroku[worker.62]: Process exited with status 143
2016-11-29T05:51:16.493819+00:00 heroku[worker.70]: Stopping all processes with SIGTERM
2016-11-29T05:51:17.097644+00:00 heroku[worker.52]: Process exited with status 143
2016-11-29T05:51:17.142203+00:00 heroku[worker.48]: Process exited with status 143
2016-11-29T05:51:17.137068+00:00 heroku[worker.79]: Process exited with status 143
2016-11-29T05:51:17.176786+00:00 heroku[worker.13]: Process exited with status 143
2016-11-29T05:51:17.183585+00:00 heroku[worker.49]: Process exited with status 143
2016-11-29T05:51:17.205017+00:00 heroku[worker.5]: Process exited with status 143
2016-11-29T05:51:17.199001+00:00 heroku[worker.89]: Process exited with status 143
2016-11-29T05:51:17.290638+00:00 heroku[worker.16]: Process exited with status 143
2016-11-29T05:51:17.271751+00:00 heroku[worker.37]: Process exited with status 143
2016-11-29T05:51:17.321494+00:00 heroku[worker.23]: Process exited with status 143
2016-11-29T05:51:17.795110+00:00 heroku[worker.78]: Process exited with status 143
2016-11-29T05:52:47.268484+00:00 heroku[worker.13]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.301813+00:00 heroku[worker.41]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.317961+00:00 heroku[worker.9]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.188494+00:00 heroku[worker.18]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.300930+00:00 heroku[worker.78]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.289608+00:00 heroku[worker.24]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.452327+00:00 heroku[worker.20]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.243445+00:00 heroku[worker.19]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.354551+00:00 heroku[worker.87]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.253833+00:00 heroku[worker.27]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.281022+00:00 heroku[worker.39]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.334979+00:00 heroku[worker.54]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.284304+00:00 heroku[worker.69]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.459138+00:00 heroku[worker.70]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.443232+00:00 heroku[worker.88]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.280500+00:00 heroku[worker.58]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.381087+00:00 heroku[worker.11]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.448747+00:00 heroku[worker.92]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.315075+00:00 heroku[worker.4]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.406152+00:00 heroku[worker.89]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.501300+00:00 heroku[worker.56]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.428619+00:00 heroku[worker.71]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.600981+00:00 heroku[worker.38]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.610199+00:00 heroku[worker.59]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.498312+00:00 heroku[worker.53]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.543556+00:00 heroku[worker.97]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.424569+00:00 heroku[worker.98]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.443964+00:00 heroku[worker.42]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.444735+00:00 heroku[worker.15]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.459467+00:00 heroku[worker.46]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.561135+00:00 heroku[worker.37]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.639858+00:00 heroku[worker.81]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.526662+00:00 heroku[worker.43]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.501520+00:00 heroku[worker.75]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.597331+00:00 heroku[worker.2]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.576361+00:00 heroku[worker.14]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.593200+00:00 heroku[worker.21]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.606880+00:00 heroku[worker.65]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.642294+00:00 heroku[worker.16]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.646116+00:00 heroku[worker.50]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.596769+00:00 heroku[worker.57]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.809473+00:00 heroku[worker.73]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.648914+00:00 heroku[worker.29]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.703169+00:00 heroku[worker.33]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.711211+00:00 heroku[worker.22]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.724698+00:00 heroku[worker.80]: Starting process with command `sh target/bin/worker`
2016-11-29T05:52:47.856031+00:00 heroku[worker.78]: State changed from starting to up
